idProduct,idMetacard,print_id,card_id,card_name,collector_number,canonical_variant,canonical_rarity,product_image_sha256,canonical_image_sha256,minimum_relative_assignment_gap
823687,448555,668040,73381,Artmage Litera,DUAD-JP011,rarity-prismaticsecret,prismaticsecret,1f155014863557d09051bc22c9c11910bf22e3d88ef6b2ad71392b2ef8e2c915,28a3c26bf4fc6341c8c4313d2a1e6bad3a5a8f8c5f58f4b444c4b1e9c6369dc3,1.223082
823689,448557,676763,60781,Serene Psychic Girl,DUAD-JP013,rarity-super,super,75854aed0a26452f03edd3fbdbcbe4775f0cd3e5412c7ae37d4192e4de6fef76,79b032b7bc92aae3eb006ac073d27ff07f390124612358558f7fa4c63ae79e7c,1.178958
823690,448557,686743,60781,Serene Psychic Girl,DUAD-JP013,rarity-prismaticsecret,prismaticsecret,c706c1279f44e0bef39c055d0787b8aa7c662ffd6d4556e3ce8625835d42ab86,cb888d6cafebb1a3535b61e010d2381560a724208154d33fdf4dbd6d9e34a9e9,1.178958
823692,448559,668722,68531,Mind Procedure,DUAD-JP015,rarity-super,super,356ee999e82b0ac7f753cef24e4188a990afb294ff859181a198ad4a929d091f,685294d0df917ef6dc18b64a47b14bb53393f048c07b151c34c591cc04a1b663,0.507182
823693,448559,678254,68531,Mind Procedure,DUAD-JP015,rarity-secret,secret,da59836314c3e0966ab2bb0ed43dd364a9385428983f3b6526d35e6679f9c04e,9c0662d338e74ad3802776fa6bfa3c18435afd06914f9325e21d0e4ecc0ca958,0.507182
823695,448561,686556,64034,Eidos the Underworld Monarch,DUAD-JP017,rarity-ultra,ultra,ddfbf6b2a6a7ecd1cb6bed56a232d7f26746df51ffd523d4c178431e632becc1,9828bb14e9f9977d64444d441d3bac09c5cbfe3d315b12c998091c81dd52eb99,0.88936
823696,448561,674365,64034,Eidos the Underworld Monarch,DUAD-JP017,rarity-prismaticsecret,prismaticsecret,ae292c8580cae0db921c4d9cdfd3e80ee617572b11f7d1f4a8b380596aeea08e,99566f7bbafab66eb541fe0fc29602d8e8960527169dd7724a3b277a073905c7,0.88936
823698,448563,695748,73054,Dark Flare Swordsman,DUAD-JP019,rarity-rare,rare,15c4a8f3537f74e1750c6d0327ee7647543488d0a7d849c13a00fbb82badfb08,bc2de907e1d968b381a909f054fecfc2e7c5f3a076b12fcf184fe8bdfe44f06f,0.712327
823699,448563,674921,73054,Dark Flare Swordsman,DUAD-JP019,rarity-secret,secret,f2e988265c5c92c0f07f8b3eb8e5bfb80334f6f8b82b713d50f159d6aee17dbc,9e29a340659d4f8d6ac9851fb7af9ad84f29de6899553bd916b6e8e04a4928b5,0.712327
823700,448564,685563,63849,Miasma Dragon Tistina,DUAD-JP020,rarity-rare,rare,eb5620f50e320c9e56169b3f100c354855bdc2f6abf330385a5833f21426945b,c9ad25fe46d4e25a5e4fbd3b1306df6027db4f695ca0acf3f6a638150bdca412,0.404658
823701,448564,682340,63849,Miasma Dragon Tistina,DUAD-JP020,rarity-secret,secret,011aaadb20f56cde70438a4eb3a4083ee20e3deac90345fb8ac43802aa7cbbaf,2eaece75d133ca3cbf77c324ed0da91f2e495bd170e4bd7d0a2c13f2d09ee5d9,0.404658
823702,448565,691362,69257,Kaibaman the Legend,DUAD-JP021,rarity-super,super,e3b97e8c2fdce156a1048e8c66f02ff3f48e0b70fe41da29024ac9101f863280,539e3cc5d7d217c9b5850d1985a5196203314eb07fd60cb717c857e9975b6b87,0.927511
823703,448565,695374,69257,Kaibaman the Legend,DUAD-JP021,rarity-prismaticsecret,prismaticsecret,7d0241a09307c83f3dbcbb51bbb3ee6afe14c3075e1ff8fc2ff7233274717a72,cb5f70ab09e4885752c334f1b8ce9a9b2669fbbefff6fa7c104fbedfa258371d,0.927511
823704,448566,697714,72793,Vanquish Soul Hollie Sue,DUAD-JP022,rarity-super,super,e4fbf369aa7a7d296c7df4bea5d231d5a2217774736fd84ea9b2bd6cf0c2a886,cf6f275055fdac5132d158ea35088d78b1e6a8ecfd093d846806b8020a6dbb25,1.108649
823705,448566,702442,72793,Vanquish Soul Hollie Sue,DUAD-JP022,rarity-prismaticsecret,prismaticsecret,d127b37b92c450991c245b3a5b44d327696adbaa69f59b6f6f759b1e234a83c5,cc22d23c31be35cb9b5bff0373686945ca66afd90118472f9e4434ecf98cdbe7,1.108649
823708,448569,702572,72631,Super Quantum Black Layer,DUAD-JP025,rarity-rare,rare,5d48e79bde2f14a2a60c715cb0a240db359ecc33c62d3fb1d903596c95d68a3c,1613d46b7a569359727ef56fdaf146d877b8e6021549ce6476403f84d2f552d5,0.482486
823709,448569,692210,72631,Super Quantum Black Layer,DUAD-JP025,rarity-secret,secret,14572685c288e0dbdbd12ce10cd733c05578d964a8eaae6d2557f5dab526a992,cf98b6a111306d39bd79979e272ab81f80be75a4ee2e306b23cf056efd243e94,0.482486
823710,448570,676113,63714,Morgana the Witch of Eyes,DUAD-JP026,rarity-rare,rare,c0a6340967844abe457bff97b1bf1892536f26909e0e237454882c00c4cb2811,a823d4c93217ac9fcf67158e3d8d14680241ff969711130d37dfc41f75e6f562,1.428159
823711,448570,696090,63714,Morgana the Witch of Eyes,DUAD-JP026,rarity-prismaticsecret,prismaticsecret,475f6a7df0add932330b5897cd31f31e453000e0309bc516d023f451bdd72814,a67b943a70fc87cb20e05159271795bffca29d79fba7f7b4ae6d404ddd9e14c8,1.428159
823715,448573,672336,63542,Angry Burger,DUAD-JP029,rarity-common,common,6f2e62e926c2371fc1c5f4d6a05c1e6c42ce369a2d172f16c3e24eaccf81c79c,2ae9983e2988f7db3fc314d7dcce96532954785eef35e5a2142745eda6d0df61,1.40827
823716,448573,702394,63542,Angry Burger,DUAD-JP029,rarity-prismaticsecret,prismaticsecret,020953d41c8fdcfc52b57db98ec317c390562598e9725dece4c34138b011f1d7,49cbd29d4e71fb08f1cb08c573298caa77f15c0dfff26fc71c53f548fca9674b,1.40827
823717,448574,666950,67406,Lunalight Liger Dancer,DUAD-JP030,rarity-ultra,ultra,46209b8a424472a8eed97fe58266f0a46a1699b3d9a8f0fbf348de8731012e83,bd9fa0976a68e4c97fe06b881e37bae7e9916a081dbb3aefe17ee9d9fb30ccaf,1.162407
823718,448574,683024,67406,Lunalight Liger Dancer,DUAD-JP030,rarity-prismaticsecret,prismaticsecret,56017ad6148166df320c651328924ddfeea979f20ecc6f0ae6fedf46d7b334bf,e0bcc90c07d07d3d64f5f54e18aef23407ff8a240ec62909f0087e83f9620c39,1.162407
823719,448575,680984,71135,Lunalight Perfume Dancer,DUAD-JP031,rarity-super,super,3f3c7ab8f3b6b5cec342ab71eec028cd4d54226c8bc0f033e081c7357bc83d9c,0e6f1d0fe948e70f0c34888ecf69ba4dd7904beaee2696d74ffc271e1a5d7d87,0.964207
823720,448575,676054,71135,Lunalight Perfume Dancer,DUAD-JP031,rarity-prismaticsecret,prismaticsecret,1d5b14b99edd9e00c1f3005617dab7151d2343f5002caa28741ee7bbd66a2856,bfcc67603aad1222b6fb796b540a82e8ccd9ed080f067eba0faad2a3c28ddc23,0.964207
823721,448576,676159,63383,Artmage Diactorus,DUAD-JP032,rarity-ultra,ultra,28094eae73c0cd33241e75cc32bda80672c479da158e6b3545d74e1567fa4180,acbdb2be35e71d2b2ff68809d32263880514906a570aa5ad9adec73526acd418,0.442069
823722,448576,695274,63383,Artmage Diactorus,DUAD-JP032,rarity-secret,secret,f0ae0016daacd0011a8494f1b9ba633db19b480c761fa25d91ae648b596f971a,020f05e871f036b157bde717b47c957dd7eebb9c1e9c968cc7ed38b2e1f4230e,0.442069
823723,448577,676257,67229,Nerva the Power Patron of Creation,DUAD-JP033,rarity-ultimate,ultimate,afb568354bb2a4e9da45f1a7cc2ea33551ca90d1293742b98b4fc074be1ec45f,314a2ef0f68dd0156fd7abacb17e00e58eb32272315973eb24ad32e0ba392d18,0.819734
823724,448577,696577,67229,Nerva the Power Patron of Creation,DUAD-JP033,rarity-prismaticsecret,prismaticsecret,88f14329e0b71bcfefb973a3c57545d2b2f51918e0aa3c1f914bc534ff0bf8f4,2f25a8e80024c31c31628bdeba9e502335dd363a14ceba556ea17e013ebf44dc,0.819734
823725,448578,671783,70965,Absolute Axon Kicker,DUAD-JP034,rarity-common,common,79b1145b54dd881c92dc709a884bbd9924be51fd0ee5dc58b7109a639d7bb453,d02b146a1b6d2fb543ef183c5928fefa37737ceed9f6eb0b0e0803ff09e59a62,0.606447
823726,448578,692164,70965,Absolute Axon Kicker,DUAD-JP034,rarity-secret,secret,bfcf35ff0c6236c4b829c2438501c451c8f4ac33db9035e9a511682c891eab74,1e81a47456eb9c0afa2a81063dbd9dfdb30a0d1409790b8e7decd40a2e55df42,0.606447
823729,448581,701693,72325,Secreterion Dragon,DUAD-JP037,rarity-common,common,34f817336c5b9f38d0341f37b5f5e4c2b8da9a9bed7fb9d27687ecdb0e4edaad,19d7d0adfe753a0fa5bad774da21c7caa9ffe7aa73f6830492ab18e58919cf5a,0.777781
823730,448581,674891,72325,Secreterion Dragon,DUAD-JP037,rarity-secret,secret,f67a132f18ec57dcd3f91c8b426326e626d0e65a0ec7f7b4979778b2e0d608b1,708f0d7ca193d1f7d3d03adcbae2653562ba1824128ed9905b61778dccd3a000,0.777781
823733,448584,682798,72107,Psychic Blaster Mk-II,DUAD-JP040,rarity-ultra,ultra,8fa1fa8fa6af13ec7ad3f31159359c0c3c8f98d9f68ed43b0a9b4bb2bc8c83d7,e9de7fab25395b48e16b84ab683397323c73815ca634e18865eced99df78bbbe,0.254143
823734,448584,689292,72107,Psychic Blaster Mk-II,DUAD-JP040,rarity-secret,secret,3a6ac5841c579c50750954b9829e43e74ed6a470e931847cc733f653222d4d37,1bd2fe034387f2866f419b03dbcf5263bd14f239634287177b86be7e4617c89f,0.254143
823737,448586,693135,65508,Number F0: Utopic Future Zexal,DUAD-JP042,rarity-ultra,ultra,63554776fb1efebfa79cfc31eae37184c5f1b7790887337195b2d7dbf6f8b20b,d010e17f7b220e3236c0ebcec0cb6f9802e787dca5c552e94345e8179a9de8e6,0.895067
823738,448586,673864,65508,Number F0: Utopic Future Zexal,DUAD-JP042,rarity-prismaticsecret,prismaticsecret,5b0cd3f3af8e84e43b87c73e1360bd12e920bf5a6e08c54041385ceb2a31db34,8e6593622bd864cd032135205cc118f3d6dc8a1182283098c3c16e844f69fd9e,0.895067
823739,448587,667743,72199,Gagagaga Girl,DUAD-JP043,rarity-ultra,ultra,c4a4c1814b5f056e39485806469e0341d58c8928b841247902c124bc3df2a321,8429a514c73c07bd7bd027f207ed8802c91b13a1902b07428f480094355509ae,0.896932
823740,448587,674762,72199,Gagagaga Girl,DUAD-JP043,rarity-prismaticsecret,prismaticsecret,e30a126bd6142102f4902a7bb4d1018a86cf469071bf00be6bec1391f76ca7aa,e9d870f99609b79f200b076fea4125d129da3ad9cdd6e17d0f7da6427646eb63,0.896932
823741,448588,682251,61511,Heroic Champion - Magnum Excalibur,DUAD-JP044,rarity-rare,rare,731535b10704e7a65f237b076967955568e7ce2adfb8ed6692bf1b6b591de003,f97e84c62a0443c673ae23d893b13a0b3b285736b959583b5f8674427f9b2559,0.586788
823742,448588,691528,61511,Heroic Champion - Magnum Excalibur,DUAD-JP044,rarity-secret,secret,fdfd6eab090a57bd44efb58be4055dd09e67a2b37b457f0e4b7b7a78292479c3,5d1e76ad26260ff4f752ba4c0a8a3a0e562779d85ffb91a6fcd0968cb550ab50,0.586788
823743,448589,686056,65385,Argostars - Adventurous Arion,DUAD-JP045,rarity-ultra,ultra,8a93f8d9935a20d34c91ac2b3414e2d0461504e23137404be8788ef05b150116,840ad243d0eacec7034eadc876c131250971f2c0cb2eacdb9910f7bf4704a0dd,0.812476
823744,448589,676891,65385,Argostars - Adventurous Arion,DUAD-JP045,rarity-prismaticsecret,prismaticsecret,95a0dfae2d088cd3492cc9943f04fe8f3b4d6cc3773f0537b1d07a0399b39cd2,0be4aae7e4a5780e3b1a55b12dc0b8add7fbe91a85a75cd2812bc968a89af92a,0.812476
823750,448594,678499,61204,Gorgon of Zilofthonia,DUAD-JP050,rarity-ultimate,ultimate,c6a434f974b210aa2f38bad3ff7701011227e0f67365cca7bb51d3a2736589e1,5226e271b1ef2503c4945f010053b02d940fd40b076d77ba0eafbe826eb8c064,0.568012
823751,448594,676025,61204,Gorgon of Zilofthonia,DUAD-JP050,rarity-prismaticsecret,prismaticsecret,3f9f3bcb562f29152acb1d35894364c2d3ea50222ee8aa1aaf2f278f675f678c,d8247c83d20606fb28665fa7b0f0ce2c3d9c3d4fe62012019630554ee1348e74,0.568012
823753,448595,683501,66640,Ukanomitsune-no-Onari,DUAD-JP051,rarity-rare,rare,1b3946050f87e6b4d934703e4719eec51b698c9c883f8f350b17a7ebe1d97509,c1ca3a574b2ade9672f375068b49b54375be5e1e8481dc0d8c9c38b02a9af24f,0.615385
823754,448595,681643,66640,Ukanomitsune-no-Onari,DUAD-JP051,rarity-secret,secret,75325f7c1841c151685f5d7e1ce003513325c14bca839a08ce1fa0039f5a37ee,6d7c2b2eac7d7790b856f6884f8f29434b0746d286090d3195a48d044f121fe3,0.615385
823757,448598,686168,70245,Artmage Academic Arcane Arts Acropolis,DUAD-JP054,rarity-rare,rare,c1901c79b5fb6eb8aa9e32718327e9c967dd25ce23adcbe5bc395f33b5e4a3b1,f370b78c6eee4833d521b7eb6c03b0f6f575d9c0adab60503f420c931cb52228,0.814815
823758,448598,694494,70245,Artmage Academic Arcane Arts Acropolis,DUAD-JP054,rarity-secret,secret,62d9e9fde1a6f37f7d5aaac6c7a919885b52540a12678166f4ec9b8845a07b9e,f288b0f80bbbd6223fa1f5096f8d0b6bb2eedfcbf11c38d257ffbdc4a75cc3f4,0.814815
823766,448606,689457,60790,The Monarchs Revolt,DUAD-JP062,rarity-rare,rare,9f8ef3ebcb54e844a2e09f3d72cc7c964dd6933a2b8370efb8031fdfeb82d54b,e04f02e98a2337f6265cd371d3532592bacf4d6e5126f7468bd5b9601aae0480,0.996218
823767,448606,695390,60790,The Monarchs Revolt,DUAD-JP062,rarity-secret,secret,f2611c47301ab305717c4109a2ac2c3b8a5223324ab439fa10f1c484d6e34ea1,1fe9eb05c23b7d4827db254bceeedb6196ac744dab628243e4ea52e7f46a5908,0.996218
823769,448608,674056,68549,Inferno of the Ashened,DUAD-JP064,rarity-rare,rare,0dc681f72ed4c22fe88fcd68f25c0b71b24ca22cc4d9a2381de4a43cade5085d,a01aa7a0a829772f0779baabefa49b6e541193d34577fb55b03df522760394dc,0.791925
823770,448608,667786,68549,Inferno of the Ashened,DUAD-JP064,rarity-secret,secret,d4f68faeda05035a61868f6938dfb8be32bb35a6e3897b877d31737edcc087bd,044b2f6e94c6720a97bde2bea5eb5b5685537e6a4d5b5755f30f3f3c6a1d8ef1,0.791925
823775,448613,669043,64459,Sky Striker Special Maneuver - Lemnisgate!,DUAD-JP069,rarity-rare,rare,e1da2d433b58554c8b0af677f39a5890735ef92d8b5866b4006b7ed61fde5253,5a4de7d165eb0be5a6dd3e4719ba3c46d5432ddc5040a4e80e37ebc2737f527a,1.360662
823776,448613,679937,64459,Sky Striker Special Maneuver - Lemnisgate!,DUAD-JP069,rarity-prismaticsecret,prismaticsecret,a97e84e42e2078f377cd3a97f5178b96b1619c40a1837a234ef80eb3c53e18f5,98cd8e81c9c6551568fda41df96a5bd76b3b89e7f3e9ff314a46d8b66e11ad49,1.360662
823777,448614,681323,68423,Guilt-Gripping Morganite,DUAD-JP070,rarity-rare,rare,dad7c229c0f904a7be3947cd60359a3b1d5fa257b917591d725c667aee152bec,838e1ce5dcc89189465e93d7c127b8a4a42eae1df43add08ac36e109e5319ef2,0.911822
823778,448614,684247,68423,Guilt-Gripping Morganite,DUAD-JP070,rarity-secret,secret,ab5e05ea8ee02b013da0d854da779c23d7822194d2c15d64828b029b085a20c1,b009b507a4cca45dd774a43d025194c7f331d8790bddbc2aab0326e5de5833ba,0.911822
823782,448618,697691,73201,Unbreakable Xyz Barrier,DUAD-JP074,rarity-common,common,294f6df4cf4f5b0fc37891a60749d39405b11f2cb52c88268f51f1ebc35a7df5,9c6c387a81d6c523404764b887055b0ead5ffabe37af7029bd27c9aca7b396ae,0.670294
823783,448618,668257,73201,Unbreakable Xyz Barrier,DUAD-JP074,rarity-secret,secret,1bcd303856130adf0b98055dc40b0e1271af04055d5523d901ffc64aee938718,14af78b537cb7bd85e8a6e1ecca5d2627199e229fde9a50a8c98ba83a1cedba5,0.670294
823786,448621,680225,73110,Regenesis Commands,DUAD-JP077,rarity-common,common,1e5b955f5f8d05172de75014c5c795a052228bc0c3e82db2f141d3e5fd1c2d4a,0e05a236e5fe82945756130f00630d2d144b0dab8ae6b33f150ae2e46ae01ba7,0.636364
823787,448621,702767,73110,Regenesis Commands,DUAD-JP077,rarity-secret,secret,1d1ba2250a2ded98d90fe7159b698f3cac886967e0b42e170b17953a31a6a1f5,2000dc48fad6a0730355ca52d937900431c13580eae67372911f712b8971ecbf,0.636364
823788,448622,671803,62687,Trap Holic,DUAD-JP078,rarity-super,super,dac69011f612d7da5636e6aef7c36a79a17c1978628f5d5c8d540881ed532c7d,1cfad8d55c71665e78cf9bdf3eb3a0109cde46ce5c5a6149716273415e131be2,0.917966
823789,448622,669994,62687,Trap Holic,DUAD-JP078,rarity-prismaticsecret,prismaticsecret,cabe5621e062a2ff66bc999bafc4a26c494ee22be9ebadacc868bfaaae7b45f7,472dd446859611a11eb0a514aaa26488c567de1f8332b783dd7bf9474c727d3d,0.917966
