idProduct,idMetacard,print_id,card_id,card_name,collector_number,canonical_variant,canonical_rarity,product_image_sha256,canonical_image_sha256,minimum_relative_assignment_gap
823687,448555,668040,70239,Absolute Axon Kicker,DUAD-JP011,rarity-prismaticsecret,prismaticsecret,2c7c9569df793037b8a01bef54632f57f908ab586fbfc18cb3b49d719954308e,d28f19f55b30a40f635a2dfa5ed5e35c7202764407a0237fe75cc9358e8ba04e,0.634875
823689,448557,676763,70432,Artmage Diactorus,DUAD-JP013,rarity-ultra,ultra,0059d23ba5d078cc903683f0f35dabf93099f75d31798249bf3f74f0e83ebfc6,0964bbe64d5f4bd4efcb7eab077b8571b29e33146e860b217617032f15819072,0.608194
823690,448557,686743,70432,Artmage Diactorus,DUAD-JP013,rarity-prismaticsecret,prismaticsecret,11e46a49a536100b703436a80193cd5937d1e750eb1248b562457c21959ef7bd,7edee658a0e45965c19b136336dd417b50586c1765a97cfb0ff9e658719e0dc8,0.608194
823692,448559,668722,69563,Artmage Finmel,DUAD-JP015,rarity-rare,rare,359ac4f64f71d13af67702d5e7f2bf195921749e01d6eeb24e138054eaed6764,2a58b2b50f9831db68253dde2876cdf37c90c750568ed69a427860c0e5d8f5f1,0.567258
823693,448559,678254,69563,Artmage Finmel,DUAD-JP015,rarity-secret,secret,0bc6886a2650075127cc5a403496424096ae5a47296d133150927423cfaed4ab,99c97b1979f157a78d6c2940906285ccf95afc2d7dc877335100ce30ad5ab40a,0.567258
823695,448561,686556,69752,Artmage Graflare,DUAD-JP017,rarity-super,super,a995229f782e6a579d108293131354ac69db73e14a679006a7e0b9de0f37887e,c86f04efde31c499b348b5294b7d83b2a67e53588da469543300d827c3dbdca6,0.617041
823696,448561,674365,69752,Artmage Graflare,DUAD-JP017,rarity-secret,secret,6f45b00e0600a10e98490443d2c8132d2e20fb590a98ccdf8f5261a69efbdf0f,754e96295d662295be426b1cc9bb4d53d59787013935742772d46c81bd0dd232,0.617041
823698,448563,695748,70242,Artmage Litera,DUAD-JP019,rarity-rare,rare,b50505399adf4921e4874b4fe2c7b9398303b6aab8bc407e1c9b19b4c3d43076,ecbd844cc8ed202f7652a953184ffb67dba04a9004f95f3ebba038be1984210d,0.495544
823699,448563,674921,70242,Artmage Litera,DUAD-JP019,rarity-secret,secret,499d884d14d12c74f24805e84de582a3a3d6a8b8ee57ef3221a8b1eb4c286805,8bec791937299e1c2308621506f8e62ac20f4286de1528188de4b2c9df00da67,0.495544
823700,448564,685563,69832,Medius the Pure,DUAD-JP020,rarity-ultra,ultra,b38f8181e9586e82dbe8ac2b646793356ead94114590455c44318d2b5a493056,be7c0754ac267bad61b60a34cb68c477bd38abcda1a0e201fbfb3034411cb6f0,0.503185
823701,448564,682340,69832,Medius the Pure,DUAD-JP020,rarity-prismaticsecret,prismaticsecret,83033c3c63d8ace1894aba23378463481971d7f17ded9157b12c5fe861458792,5f2e7a0b6c6a33bc4e337a51180b21404b759221d01c9bb0e207f81eea03c63b,0.503185
823702,448565,691362,70189,Artmage Academic Arcane Arts Acropolis,DUAD-JP021,rarity-super,super,30bed5d34584769a480ae3751380581529775479cca399ab2b91d5627d06f4ca,cb085611b70f01d27cd4e259ec8df1723c117aa8248bebd25d58ca894eb484c9,0.581612
823703,448565,695374,70189,Artmage Academic Arcane Arts Acropolis,DUAD-JP021,rarity-secret,secret,376dc1a68ec36e27cd408115735384b6d0017d34dadf7272e9df4678b22bb46b,25a3468dde0d96db62bcccf8f08154da1c6cc34ce281507494ee920e9a6bdd4c,0.581612
823704,448566,697714,68602,Kaibaman the Legend,DUAD-JP022,rarity-common,common,218eb31abbf41c89b293493958a939aa92ad075b6cb1f68e7ca275e39ebc82ae2,4d902b02ac4beedc7252f8930dd9d9723b14219809719a8209966c12e4f6add9,0.254143
823705,448566,702442,68602,Kaibaman the Legend,DUAD-JP022,rarity-secret,secret,9d2a98342f9a2981648268d61d2cc45b96ea5059006239b88391e0d05feb1375,6640e9beb662484374fed3627f305a16b0b494da8f7df415094ea70160eb8d38,0.254143
823708,448568,702572,69979,Super Quantum Black Layer,DUAD-JP024,rarity-rare,rare,d1363490639d884a939715cd318ca19ff6c584ca115f09b57136cda2f2668903,af4a637296da64b0c43d87b18258386bf4f5bf1e8587159599773b0b3eca6789,0.457291
823709,448568,692210,69979,Super Quantum Black Layer,DUAD-JP024,rarity-secret,secret,74d467dc19a086f5b0e7d962419505ca5a119b3cc51a8323a26877f22fe3c44a,79ddc0596f234a02870d17575d7b14bf9a1422624192315755655063059a6615,0.457291
823710,448569,676113,70174,Vanquish Soul Hollie Sue,DUAD-JP025,rarity-super,super,ee8232ca44dc16f931506036b9cae84cdf4a72309544097344988f39cd4be1f50,e23285e4949a18abe93b18f2fd129797236aed090304494376496649a3b18d5e,0.485653
823711,448569,696090,70174,Vanquish Soul Hollie Sue,DUAD-JP025,rarity-secret,secret,79b089647bad3098a5cd27f64a351c717df50f2c19ab0c9240407567711686b3,af4119b4ebbd3378bbf6d00caac4c34f752466885d55f9c3ec26987692889cee,0.485653
823715,448573,672336,69104,Angry Burger,DUAD-JP029,rarity-common,common,1cad66fef081242461a626ff743c157228d632448cd59e3b0b8358cd657a6d27,130220c2319722c6bd9b2f377cf2292168ee851d5189906684722cd2f1d86a90,0.461104
823716,448573,702394,69104,Angry Burger,DUAD-JP029,rarity-prismaticsecret,prismaticsecret,af910bcbcc7f13e6f0552092379d146fd2797d8a095b54c7d92a8d96781e3fff,1052dd28cc3a22183015bb15e8be78093f6cd65e0f4155816c01548f86394f00,0.461104
823717,448574,666950,70065,Eidos the Underworld Monarch,DUAD-JP030,rarity-common,common,5ed75840c34b120c46e427e65cd222e0910fd0ccff6f8bf88522d987cf32152a,2642b86c2fa8de6acb4adf864ce79dd88c3a571a28238986ac852df8d7ff5b0f,0.551168
823718,448574,683024,70065,Eidos the Underworld Monarch,DUAD-JP030,rarity-prismaticsecret,prismaticsecret,9addfc50e6c399c42fe50ca1feaf34454bc19fd2135ce32f5656a1c24cb51ca5,f3e404314386ff5f567e8d81478ee50d62e254efafc2a646d64e1f820ce8d6c3,0.551168
823719,448575,680984,70647,The Monarchs Revolt,DUAD-JP031,rarity-rare,rare,0f809b961a008a931205034bf1e49e7830dd2886414851523604740199835931,5632d52853054019e4c2f24aee894407b9cba4cba259d93d9e3500b9fb9b657,0.439437
823720,448575,676054,70647,The Monarchs Revolt,DUAD-JP031,rarity-secret,secret,1bb745135affee89cda96821cc58394b6885102ae61eb33c6c3f70e35b6cd2fc,b2cff76eaef318281fb6cb429f16e3526c3362454d4d42ed47fa4be36053f022,0.439437
823721,448576,676159,70158,Gorgon of Zilofthonia,DUAD-JP032,rarity-super,super,d41955021e89ed330565397d0b6adadf8b6b88f0efc365602948970964374f8e,72585051a1ba854eeebeb6de715537ba69849ad91a88da79310fb05fbff88587,0.429617
823722,448576,695274,70158,Gorgon of Zilofthonia,DUAD-JP032,rarity-prismaticsecret,prismaticsecret,3f72b4d8b952d4cd5af524640820303502611191b0da64847df5a24d3349c313,487893f4e95a0e98cf06e0dfe81ea16e1aa0bd198f467267e0bf5497208352bb,0.429617
823723,448577,676257,69444,Trap Holic,DUAD-JP033,rarity-rare,rare,7f91daf5c65f405e544622163691cdfa5c3af51b9a74d29ce0ac6eb02d9a4d08,f4f07a8c6784a4eddfdb58414408b25fb2365bf68e4eff2a4c38b43e97d7b3dd,0.453691
823724,448577,696577,69444,Trap Holic,DUAD-JP033,rarity-secret,secret,fe723fd63b947be2e45b5ef184d521e1615e9024d5746364707e4852010f5fe5,57c9ac793555103123522360b08bbf91c7b3e86584ba499170d6989032bcb9e36,0.453691
823725,448578,671783,70965,Absolute Axon Kicker,DUAD-JP034,rarity-common,common,79b1145b54dd881c92dc709a884bbd9924be51fd0ee5dc58b7109a639d7bb453,d02b146a1b6d2fb543ef183c5928fefa37737ceed9f6eb0b0e0803ff09e59a62,0.535878
823726,448578,692164,70965,Absolute Axon Kicker,DUAD-JP034,rarity-secret,secret,05c28d26e0de668985e864b3e7c50cdd8a25d108637dfe5b52e0badf57b76b0a,bb7c0a99e440aab5f5c0c2db0aa21a0f4975625c08a8fb01f25efc5a29c19215,0.535878
823729,448581,701693,69861,Lunalight Perfume Dancer,DUAD-JP037,rarity-ultra,ultra,37fcc8a77df5a839e59358afad8ec1e59a6271ceba14d2c838589cab9a08ae6c,dd1136578dde6117d6a2d331d2e5e5e0e908123143783a4c56f33a42ac61145d,0.440925
823730,448581,674891,69861,Lunalight Perfume Dancer,DUAD-JP037,rarity-prismaticsecret,prismaticsecret,0ff8fdd93ccbfc6bf8dbcc34b839341835685cd8aa9f3dfbc0226ad94ee63ff3,c6037ce309302e516e4840820b529d7361561600bac2f2d081bce62ca3bfe615,0.440925
823733,448584,682798,70953,Lunalight Liger Dancer,DUAD-JP040,rarity-ultra,ultra,9404811ce44646a59ab54b2ff17e35074100e605c38c1a8b236191538a0a8c67,03df26e7fdac43b5cde02c90d16336024c307176c6388342d22e6ac92489bdbe,0.471447
823734,448584,689292,70953,Lunalight Liger Dancer,DUAD-JP040,rarity-prismaticsecret,prismaticsecret,3e4f01983f8f59bad3046b7c67f4e408412463e4ea3f669afca6918349511345,e6e3f9a4ef01eb540f4effdd769f71f7459e977d14ef96e76de0529178c15640,0.471447
823737,448587,693135,70091,Gagagaga Girl,DUAD-JP043,rarity-ultra,ultra,0496572c822279b0d4b6d824c1b433665c33ab535d502528262767fb0a96ca32,5e4ea0edc1e3c74c2c54639d4cc6950595c78a1a2b65ac866df3872620d87c6d,0.521997
823738,448587,673864,70091,Gagagaga Girl,DUAD-JP043,rarity-prismaticsecret,prismaticsecret,3f723ef057f797287306898ab26f9d15e021d51c61fedc29a8228b15a9159709,13a5665f3992364012aef4b7ec38585e34f593bc899216a1ba7137b0c98b7f81,0.521997
823739,448588,667743,69723,Number F0: Utopic Future Zexal,DUAD-JP044,rarity-ultimate,ultimate,2610ee89676b7fa961f01d7373449bb6463094480b55f62a74a87ee39b5190f6,1033ff01d4cf1b40c91572858e621146e0e95f5b414d5eed75188a4553b9bbdd,0.666533
823740,448588,674762,69723,Number F0: Utopic Future Zexal,DUAD-JP044,rarity-prismaticsecret,prismaticsecret,fc145a5eb785b65dceba44e14c0d2f9edba460f44f57647e0e11c9054cf5d990,eb69fd2f3f107898475dc5785e20e1f557c6d826b96f19e0e81b7cdf04ef9e8,0.666533
823741,448589,682251,69791,Heroic Champion - Magnum Excalibur,DUAD-JP045,rarity-rare,rare,5a7e80eea8c1649744b7082771245001a2936e39a4ea0b4ca92aaea1fac62128,22cf0b037f4a52e465a2cc7e464ab9f8ceda0e71c69bb83e258f819b43a62b4c,0.589968
823742,448589,691528,69791,Heroic Champion - Magnum Excalibur,DUAD-JP045,rarity-secret,secret,ea67b9005c134b636a8c76aa0bd8c043c1221107d7e1610b9f49bb2bfb8f665d,8768d619836045316a853631e366487207515199939f773152d4445282dca5eb,0.589968
823743,448590,686056,70998,Secreterion Dragon,DUAD-JP046,rarity-ultra,ultra,28843d8c4c42cd22dabee6c2fd0ff3de8332281516317030e24ce1cdf6fb649d,bffb71362b4297a5cf2f81121502b2bb921fa68fc1a76c7021fd7266430108ee,0.419773
823744,448590,676891,70998,Secreterion Dragon,DUAD-JP046,rarity-prismaticsecret,prismaticsecret,965a4cbcbd0aa3bd0c4beb94d33c395447f44e47925ba6296263969866439d8f,c191934897aeeb5f6ad2cce0c5220cad72ad263e699cc43cba67db3d41a97a3d,0.419773
823750,448593,678499,70056,Sky Striker Ace - Zero,DUAD-JP052,rarity-ultimate,ultimate,3c60e0a49f77920859725092c5d726281b3a977d3818d792a4e36322d208db41,baecbe3c921d71a378d705f7cc243d12cc75e1ad57903f6d2c01ebf26f511b44,0.424739
823751,448593,676025,70056,Sky Striker Ace - Zero,DUAD-JP052,rarity-prismaticsecret,prismaticsecret,04112927886018a37d9d35d3ea2932c5c5cb63b0e25783c822216fc0478ef2b2,46552687738564efc6c19aba10e84d16e48d6cbf75999f01e4ad02148082869c,0.424739
823753,448595,683501,69263,Ukanomitsune-no-Onari,DUAD-JP054,rarity-common,common,3bc15a2ade02eaad61bc79213701ce9cf04c1fb9d791f06bdbe7fb844ca3bf4f9,cfae99cb9654ecabf242b6d97102a46befbfad3a0f8a3e14ac11b73d8273b955,0.391955
823754,448595,681643,69263,Ukanomitsune-no-Onari,DUAD-JP054,rarity-secret,secret,afc60156622130054097575e78d9e2ea9cb253a45af108830cb0d0e1fa330539,c7326bf292edeb86b2f18d6bd0ee52325966d6fd0e9e7a2b519631d5f3c8a246,0.391955
823757,448598,686168,70235,Dark Flare Swordsman,DUAD-JP057,rarity-super,super,3546114330f22f2c3a3525352107bcfa8da6de2e2740f2625ca416612103a0bb,71074514820450dfdb48debcaff9939ddc867387928681d9582656b6db50ea2eb,0.411279
823758,448598,694494,70235,Dark Flare Swordsman,DUAD-JP057,rarity-secret,secret,9ff4ce7968377d6187d8cadb95f2ea9bbdf1792f13f83a7c8ddde7821a300773,5a9255c1f084bd70f77eaa95ea46033f7433496d85180971388612455a735764,0.411279
823766,448606,689457,70360,Nerva the Power Patron of Creation,DUAD-JP065,rarity-super,super,23201a9bc8d44df337391f4752aa634537b2439583773daf65368239824c8ea2,712110055562192b433f10e0158246e48d1020888f234fef4e91ce2aa6ad4796,0.524732
823767,448606,695390,70360,Nerva the Power Patron of Creation,DUAD-JP065,rarity-secret,secret,9365d199a47ea79fdb135b7c55b60fec9534795bb9df6acbba290440231233c5,9c14d711c02225bb21d4e083e944f8c2d583242800404512826800f4a5f48eb5,0.524732
823769,448608,674056,70125,Inferno of the Ashened,DUAD-JP067,rarity-common,common,c821165964c88b208bc307913757490627fa563b5a7aec65d2f198ee656ae0b4,f72b80bc9da93eb85f19a6e3f5b9bf94521d39b9c07869cc84dc1283e7b00d30,0.566904
823770,448608,667786,70125,Inferno of the Ashened,DUAD-JP067,rarity-secret,secret,e2882a10cf885b88072e8c9774b0f419802b11d994a0c79f4f1fcb02725f9a3b,279747b028639380708fabfa9a4b4edb549296dc8400adb81cc09ea1d4057d4f,0.566904
823775,448613,669043,70231,Guilt-Gripping Morganite,DUAD-JP073,rarity-rare,rare,29947490665f5223842cb6fd647b36600acdb4a91a8426485370228723dc68ea,ca867cb71e041c3b52e5f53fe437eb49f82ec7594e3f34b4f850ce8634a01975,1.018813
823776,448613,679937,70231,Guilt-Gripping Morganite,DUAD-JP073,rarity-prismaticsecret,prismaticsecret,481c9f97cd4c237cfeb4e838403756dcc07c43070a3c3a360443ef46959c4e5d,c1a56606c3d1b7f6c9a441449038d69ef3116fb231c53a5d0388c34e9186e1de,1.018813
823777,448614,681323,70765,Guilt-Gripping Morganite,DUAD-JP074,rarity-rare,rare,c56867120408dcd1e59ec0e7b62196d31066b3372666f01e5439411bc5c91bb9,e9230ef4349b5b30fd0b4c295830d0fc8bcbf8f3dc5b809c0f1e9714f527064c,0.911822
823778,448614,684247,70765,Guilt-Gripping Morganite,DUAD-JP074,rarity-secret,secret,24435cb1e85a3707a18a71387736699f36752ddae462622473527c346b60bfdc,1cf5605ff771180eb512757c5f633f08984d73292393eb771677cc11265aa80c,0.911822
823782,448618,697691,70611,Regenesis Commands,DUAD-JP078,rarity-common,common,a811346021422b61996796f6454878560709fb2dcb1ee8a3711dd0ac4ad622be,701c9164fe1ff98b07b79b2bdac7df4b1c3c3684db0f9c2d227201571b3e3f9d,0.581843
823783,448618,668257,70611,Regenesis Commands,DUAD-JP078,rarity-secret,secret,34440954c9bc63b02ab4232413607f189296e3de0b3a6af91a2c4d236cc34ccb,d601303188e49410611013575638491a951498fc8db1dc1fcd27118c823937aa,0.581843
823786,448621,680225,70561,Unbreakable Xyz Barrier,DUAD-JP081,rarity-common,common,857af52d3a26b820a4dc921ac076a25e26474063561940207e1104ef6f4ba87f,1b62d3e36293ce74392254864bdd04c8cc44a662e554014bb9067425301be63f,0.489308
823787,448621,702767,70561,Unbreakable Xyz Barrier,DUAD-JP081,rarity-secret,secret,313afdb46f6f686f74d0693e2de2e0bf8788d71c94adeb72c0fdafc1118dc0a4,2d3a90af4c739109566530335bd9ed5f23aaf39e4770993aa1fdff1b16a1b31a,0.489308
823788,448622,671803,70227,Sky Striker Special Maneuver - Lemnisgate!,DUAD-JP082,rarity-common,common,ea5daf32f8fd5d1db9aed5834c03cf2c12fc95b0d1aedfa5b00aab3f2c489256,3908aac38195f91d321521d148def941861ec433c41c24dc12a3bfa39fbeed4f,0.503564
823789,448622,669994,70227,Sky Striker Special Maneuver - Lemnisgate!,DUAD-JP082,rarity-secret,secret,a9d30b8d86c98354822d31e7c3d910434b8e3fcd19b5e5841ab66040031c9e25,a6b386e506041442f14f94c1baf2159eea12defc4a3ee9f6fd5cf3fe9c8a9fd4,0.503564
